true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,correct,high_conf_wrong
1,1,0.00033365202,0.95064807,0.04901827,True,False
2,2,6.1995845e-05,0.002076881,0.9978612,True,False
1,2,0.012744183,0.20168892,0.78556687,False,False
0,0,0.9934596,0.006040458,0.0004999136,True,False
2,2,0.014223295,0.16475584,0.82102084,True,False
0,0,0.99733174,0.0024091895,0.00025906687,True,False
2,2,0.020197647,0.25297752,0.7268248,True,False
0,0,0.98928064,0.009973154,0.0007462982,True,False
2,2,0.00039636943,0.025895666,0.973708,True,False
0,0,0.99299675,0.0069154818,8.779551e-05,True,False
0,0,0.9982716,0.0016238963,0.00010450019,True,False
2,2,1.998133e-06,0.020113453,0.9798846,True,False
0,0,0.7798902,0.20866877,0.01144103,True,False
2,2,0.006095918,0.32934114,0.66456294,True,False
1,1,0.11668613,0.87791413,0.0053997915,True,False
0,0,0.990816,0.008601334,0.0005827076,True,False
0,0,0.9629073,0.03399913,0.0030934957,True,False
0,1,0.48858756,0.50525886,0.006153517,False,False
2,2,0.0017666087,0.027557945,0.9706754,True,False
0,0,0.97214127,0.026806595,0.0010521357,True,False
1,1,0.028364196,0.9681502,0.0034855963,True,False
2,2,0.00014007158,0.05381104,0.9460489,True,False
1,1,0.16401795,0.8207174,0.015264721,True,False
0,0,0.9990946,0.00081514637,9.033524e-05,True,False
2,2,0.0027292653,0.06583658,0.93143415,True,False
2,2,9.02564e-05,0.008181233,0.9917285,True,False
0,0,0.99883825,0.0010877566,7.411431e-05,True,False
0,0,0.9996965,0.00028729226,1.6162108e-05,True,False
2,1,0.060478237,0.64723027,0.2922915,False,False
2,2,0.0002788373,0.40146178,0.5982593,True,False
0,0,0.99909127,0.0008181425,9.0589616e-05,True,False
2,2,0.000159565,0.0102911405,0.9895493,True,False
2,2,0.00034218945,0.011901431,0.9877564,True,False
0,0,0.998771,0.001124859,0.00010404012,True,False
2,2,0.042876292,0.21495564,0.742168,True,False
2,2,2.2412212e-05,0.0016857199,0.9982919,True,False
1,2,0.0038929537,0.14568907,0.8504181,False,True
2,2,0.024105933,0.4181191,0.55777496,True,False
2,2,2.029939e-06,0.00036121788,0.99963677,True,False
1,1,0.027527392,0.9503351,0.022137456,True,False
1,1,0.08526233,0.6395757,0.27516198,True,False
0,0,0.99341947,0.006199325,0.00038117645,True,False
0,0,0.9965138,0.0033564265,0.00012987794,True,False
0,0,0.995023,0.004785623,0.00019132563,True,False
0,0,0.9652745,0.03380317,0.0009222328,True,False
0,0,0.6301305,0.35414532,0.015724212,True,False
2,2,5.952107e-08,5.651173e-05,0.9999435,True,False
1,1,0.0019756735,0.9903865,0.0076378523,True,False
2,2,0.000461301,0.017627694,0.981911,True,False
2,2,1.3516186e-06,0.00032657417,0.9996722,True,False
2,2,4.6097146e-05,0.0020774642,0.9978764,True,False
0,0,0.8104895,0.18773717,0.0017734314,True,False
0,0,0.9889158,0.010356605,0.0007275695,True,False
0,0,0.99893457,0.00097168825,9.3763825e-05,True,False
0,0,0.9932532,0.006386954,0.00035977806,True,False
2,2,0.0009166277,0.01071813,0.9883652,True,False
2,2,0.010353945,0.034903903,0.95474213,True,False
1,1,0.0023439662,0.98923814,0.0084178755,True,False
1,1,0.35533002,0.6365671,0.008102889,True,False
0,0,0.9994392,0.0005044609,5.6375495e-05,True,False
0,0,0.9968077,0.002879827,0.00031250346,True,False
2,2,1.4259241e-05,0.0004810659,0.9995047,True,False
1,1,0.004834718,0.9557673,0.039397966,True,False
2,2,8.4502176e-08,2.5580288e-05,0.99997425,True,False
2,2,0.00046297885,0.017742226,0.98179483,True,False
1,1,0.017123563,0.9393796,0.043496836,True,False
2,2,6.559751e-05,0.09601886,0.9039155,True,False
1,1,0.015150476,0.9673372,0.017512288,True,False
0,0,0.6139566,0.3799542,0.006089286,True,False
0,0,0.7172681,0.2709328,0.011799126,True,False
0,0,0.99945396,0.0005191632,2.6899115e-05,True,False
2,2,0.0004326591,0.010339621,0.98922765,True,False
0,0,0.6269819,0.35787484,0.015143242,True,False
1,1,0.00013822321,0.84308636,0.15677546,True,False
2,2,0.0052272845,0.011073056,0.9836997,True,False
1,1,0.03161928,0.933224,0.035156727,True,False
2,2,0.000313537,0.10560045,0.894086,True,False
2,2,4.6989437e-05,0.0022945574,0.9976585,True,False
1,1,3.5808156e-05,0.98456717,0.015396998,True,False
0,0,0.98058987,0.016659822,0.0027503276,True,False
0,0,0.97841454,0.019933593,0.0016519352,True,False
2,2,2.5795562e-05,0.0042315368,0.99574274,True,False
2,2,0.020531438,0.33843106,0.6410375,True,False
2,2,1.3440757e-07,6.124428e-05,0.9999386,True,False
2,2,0.0024196287,0.34470412,0.65287626,True,False
2,2,8.5194824e-07,0.00033821218,0.99966097,True,False
1,1,0.027695486,0.9203571,0.051947318,True,False
2,2,0.007930959,0.021499367,0.97056973,True,False
0,0,0.99259984,0.006724989,0.00067517895,True,False
1,1,0.06910217,0.9098799,0.02101789,True,False
2,2,2.2870133e-06,0.0005656398,0.999432,True,False
2,2,0.025205161,0.41040677,0.5643881,True,False
2,1,0.014225931,0.6668787,0.31889537,False,False
2,2,5.3628577e-05,0.005871157,0.9940752,True,False
2,2,6.9163834e-06,0.0011986983,0.9987943,True,False
2,2,2.5276997e-06,0.0056255944,0.9943719,True,False
1,1,0.012072165,0.9825267,0.0054011177,True,False
1,1,0.0012724355,0.961908,0.036819603,True,False
1,2,0.0002828661,0.07036793,0.9293492,False,True
0,0,0.9903779,0.009075859,0.0005463117,True,False
0,0,0.718344,0.27146727,0.010188711,True,False
1,0,0.54009014,0.43676847,0.023141405,False,False
1,1,0.010488007,0.9835279,0.005984048,True,False
0,0,0.9956741,0.003951682,0.00037423277,True,False
1,0,0.9035577,0.09544238,0.0009998949,False,True
0,0,0.98926824,0.010040672,0.0006910224,True,False
0,0,0.92492896,0.070918925,0.004152217,True,False
0,0,0.9994836,0.00045441574,6.1970866e-05,True,False
2,2,2.8972202e-06,0.0016831269,0.998314,True,False
0,0,0.999962,3.7474223e-05,6.035446e-07,True,False
1,1,0.016105846,0.9544386,0.029455537,True,False
0,0,0.9932295,0.0063762884,0.00039411773,True,False
1,1,0.0023224037,0.99279684,0.0048807976,True,False
2,2,8.971327e-06,0.0008804445,0.99911064,True,False
0,0,0.9989378,0.0010140848,4.806092e-05,True,False
0,0,0.9986376,0.0012417504,0.00012055947,True,False
2,2,2.4283003e-05,0.0069168056,0.9930589,True,False
1,0,0.7130677,0.28302196,0.0039102915,False,False
1,1,0.030167071,0.82043046,0.14940244,True,False
0,0,0.9966883,0.0031558524,0.0001558499,True,False
2,2,1.6068731e-06,0.0007750194,0.9992235,True,False
0,0,0.99060994,0.009157996,0.00023201239,True,False
0,0,0.99021417,0.009426498,0.00035929453,True,False
0,0,0.9976833,0.0020736123,0.00024307749,True,False
0,0,0.71419567,0.28192392,0.0038803394,True,False
1,1,0.0076474743,0.9711275,0.021225002,True,False
2,2,2.1106634e-06,0.01672513,0.9832728,True,False
0,0,0.9998412,0.00014882309,9.908259e-06,True,False
1,1,0.0481834,0.8817194,0.07009724,True,False
2,2,4.3415395e-05,0.0058839424,0.99407274,True,False
1,1,0.00027679434,0.98455775,0.015165454,True,False
0,0,0.6180803,0.36405382,0.017865904,True,False
0,0,0.9717842,0.025014224,0.0032016775,True,False
1,0,0.80909467,0.17643958,0.014465715,False,True
1,1,0.00549322,0.9842121,0.010294731,True,False
2,2,0.00044486948,0.0016467914,0.99790835,True,False
1,1,0.0977425,0.7102062,0.19205125,True,False
1,1,0.18342489,0.8086345,0.007940558,True,False
1,1,0.015158183,0.95394826,0.030893518,True,False
2,2,0.20854501,0.27577448,0.5156805,True,False
1,1,0.2187734,0.7428671,0.03835947,True,False
0,0,0.969716,0.029492214,0.00079178036,True,False
2,2,4.5968673e-06,0.0007553672,0.99924004,True,False
1,1,0.0009644201,0.9945925,0.004443128,True,False
2,2,0.0049769613,0.0150857065,0.97993726,True,False
0,0,0.9310876,0.06447165,0.0044406108,True,False
2,2,0.0012727753,0.011550377,0.98717684,True,False
2,2,2.0597618e-06,0.022409698,0.9775882,True,False
2,2,0.040106475,0.024253292,0.9356403,True,False
0,1,0.23094022,0.763792,0.0052678497,False,False
0,0,0.998946,0.0009661192,8.793667e-05,True,False
2,2,2.7461774e-06,0.00084854977,0.9991487,True,False
1,1,0.008736682,0.9820223,0.009241033,True,False
0,0,0.9988856,0.0010227036,9.165466e-05,True,False
1,1,0.014385655,0.908816,0.076798305,True,False
2,2,0.00011532105,0.069076166,0.9308086,True,False
0,0,0.6949194,0.25707635,0.04800418,True,False
0,0,0.9929268,0.0066265413,0.0004467576,True,False
2,2,3.002219e-07,0.000321369,0.99967825,True,False
2,2,1.4595937e-06,0.0004954979,0.999503,True,False
0,0,0.9874006,0.011186453,0.0014129009,True,False
1,1,0.021391567,0.95997113,0.018637313,True,False
2,2,6.448699e-06,0.0009378482,0.9990557,True,False
0,0,0.996675,0.003003878,0.00032115,True,False
1,1,0.23106204,0.7644103,0.0045277285,True,False
0,0,0.99468106,0.0049006557,0.00041818924,True,False
2,2,3.2639537e-07,0.00041591012,0.9995838,True,False
2,2,9.67697e-06,0.005562016,0.9944283,True,False
0,0,0.90178794,0.09519311,0.0030190025,True,False
2,2,4.2910553e-05,0.010649356,0.9893077,True,False
2,2,1.689817e-07,0.00030893923,0.999691,True,False
2,2,0.0013512989,0.21055163,0.7880971,True,False
2,2,0.007517966,0.21725829,0.7752238,True,False
1,1,0.00033182153,0.9746525,0.025015693,True,False
0,0,0.91838306,0.078202866,0.0034141154,True,False
0,0,0.99799407,0.001910705,9.529193e-05,True,False
0,0,0.98968166,0.009672863,0.0006454593,True,False
0,0,0.99403304,0.0056267404,0.0003401488,True,False
1,1,0.012148315,0.972838,0.015013655,True,False
1,1,0.0029319837,0.99182445,0.005243534,True,False
1,1,0.0075676343,0.9442014,0.048230927,True,False
1,1,0.0008635329,0.88594335,0.11319304,True,False
0,0,0.993745,0.005893929,0.00036105173,True,False
2,2,6.1795104e-06,0.000761525,0.9992323,True,False
0,0,0.843752,0.1486276,0.0076203523,True,False
0,0,0.9976489,0.0021196913,0.00023147897,True,False
1,1,0.010364209,0.94929373,0.04034199,True,False
1,1,0.001538129,0.9544911,0.043970805,True,False
0,0,0.53183734,0.4629529,0.0052097524,True,False
2,2,0.00031841823,0.0074218325,0.9922597,True,False
0,0,0.99248815,0.007064642,0.00044727244,True,False
0,0,0.99910384,0.0008062755,8.985989e-05,True,False
2,2,0.025198389,0.3145547,0.6602469,True,False
1,1,0.14338382,0.85264874,0.003967477,True,False
0,0,0.60993296,0.3810878,0.00897927,True,False
0,0,0.9992779,0.00068765343,3.4408862e-05,True,False
0,0,0.9990196,0.0009519315,2.841032e-05,True,False
1,0,0.79981047,0.19483276,0.0053567835,False,False
2,2,0.0023240536,0.014572476,0.9831034,True,False
2,2,0.0006341333,0.06062417,0.9387417,True,False
0,0,0.99252325,0.007339396,0.00013741814,True,False
0,0,0.9950329,0.0047661015,0.00020096649,True,False
1,1,0.10279061,0.86449194,0.032717396,True,False
2,2,0.00020797973,0.0060557313,0.99373627,True,False
1,1,0.031625472,0.8971171,0.071257435,True,False
0,0,0.9990734,0.0008700783,5.6477154e-05,True,False
0,0,0.96125853,0.03569125,0.0030502211,True,False
0,0,0.9987852,0.0011478359,6.697971e-05,True,False
1,1,0.00013694407,0.7852975,0.21456549,True,False
1,0,0.9030832,0.09201215,0.004904694,False,True
1,1,0.0028798268,0.9772628,0.019857321,True,False
2,2,3.3889823e-06,0.0009390944,0.9990576,True,False
1,1,0.23566481,0.7570256,0.007309626,True,False
0,0,0.9908008,0.008624821,0.0005743715,True,False
1,1,0.0025920155,0.9797775,0.017630529,True,False
0,0,0.99630296,0.003493705,0.00020332584,True,False
2,2,5.552604e-07,0.0006372361,0.9993622,True,False
1,1,0.0007341454,0.99388206,0.0053837975,True,False
1,1,0.0027026196,0.99196106,0.00533634,True,False
1,0,0.8972232,0.09737515,0.005401703,False,True
1,1,0.079964034,0.90562063,0.0144153815,True,False
0,0,0.9600029,0.03742448,0.0025726042,True,False
2,2,4.056262e-06,0.031012176,0.96898377,True,False
2,2,0.0013825676,0.017147383,0.98147005,True,False
0,0,0.9949527,0.0046076174,0.0004396244,True,False
1,1,0.33920223,0.5339795,0.12681827,True,False
1,1,0.087211445,0.6066409,0.3061477,True,False
1,1,0.047505945,0.9320519,0.020442145,True,False
2,2,5.669839e-05,0.0034272445,0.9965161,True,False
2,1,0.0017302897,0.655711,0.34255874,False,False
1,2,0.002459899,0.23427074,0.76326936,False,False
2,2,1.1341078e-07,2.931802e-05,0.99997056,True,False
1,1,0.06350127,0.9272773,0.009221422,True,False
1,0,0.7770603,0.21711372,0.0058260537,False,False
2,2,0.00024636075,0.010745476,0.9890082,True,False
2,2,0.01327236,0.032765765,0.95396185,True,False
0,0,0.9882202,0.010965484,0.0008142937,True,False
0,0,0.9985588,0.0013145927,0.00012651841,True,False
1,1,0.0059469813,0.82819206,0.16586101,True,False
1,1,0.00045982443,0.9930674,0.006472834,True,False
2,2,2.9138157e-06,0.008873355,0.9911237,True,False
0,0,0.68929833,0.3049858,0.005715865,True,False
2,2,3.3824422e-06,0.00055075466,0.99944586,True,False
1,1,0.010329506,0.9745477,0.015122869,True,False
2,2,7.384719e-06,0.00083201664,0.99916065,True,False
0,0,0.9916155,0.007862403,0.00052207935,True,False
0,0,0.998691,0.0011917066,0.00011725938,True,False
1,1,0.00022472683,0.9389368,0.06083846,True,False
1,2,0.0005021162,0.07393932,0.9255585,False,True
1,1,0.0007275697,0.99684095,0.0024315063,True,False
1,1,0.41827336,0.57801676,0.0037099163,True,False
1,1,0.05695491,0.8513942,0.09165094,True,False
1,1,0.01006608,0.98446655,0.005467412,True,False
1,1,0.004179274,0.9606919,0.035128843,True,False
0,0,0.99220943,0.007313191,0.00047732992,True,False
1,1,0.020061051,0.9710703,0.008868638,True,False
2,2,6.594401e-06,0.00086074567,0.9991327,True,False
0,1,0.49344862,0.50238305,0.0041683386,False,False
1,1,0.45658788,0.5365304,0.006881772,True,False
2,2,0.0003767556,0.0029406718,0.9966826,True,False
0,0,0.99888784,0.0010151943,9.6894866e-05,True,False
0,0,0.9962806,0.0033695106,0.00034989498,True,False
1,2,0.0016624068,0.4263344,0.5720031,False,False
0,0,0.9936646,0.0056516365,0.00068376627,True,False
1,1,0.0038568557,0.9211266,0.07501653,True,False
0,0,0.9988545,0.0011088417,3.670244e-05,True,False
2,2,5.8464525e-07,0.0059915134,0.99400795,True,False
0,0,0.9570975,0.036455836,0.0064467043,True,False
2,2,0.025510717,0.14828707,0.8262022,True,False
0,0,0.9840328,0.01449724,0.0014699993,True,False
2,2,0.00446687,0.21669473,0.77883846,True,False
1,1,0.0063996576,0.74804884,0.2455515,True,False
0,0,0.98828083,0.011602338,0.000116798496,True,False
2,2,0.02078608,0.17826219,0.8009518,True,False
0,0,0.9862104,0.013118251,0.000671337,True,False
1,0,0.55222434,0.38764158,0.060134098,False,False
1,1,0.01044658,0.9783625,0.01119091,True,False
1,1,0.12197758,0.85821617,0.019806316,True,False
2,2,0.0006963382,0.016220925,0.98308265,True,False
0,0,0.99099475,0.008009255,0.0009960424,True,False
2,2,8.523456e-06,0.00082005357,0.9991714,True,False
1,1,0.001400081,0.9958306,0.0027693596,True,False
1,1,0.019083152,0.91860306,0.062313743,True,False
1,1,0.0024412153,0.9869871,0.010571592,True,False
2,2,1.2890321e-05,0.0030348895,0.9969523,True,False
1,0,0.82341266,0.16789538,0.00869193,False,True
0,0,0.97103125,0.026183913,0.0027848687,True,False
0,0,0.6760517,0.2825022,0.041446105,True,False
2,2,9.867639e-07,0.00041990678,0.99957913,True,False
2,2,1.3137454e-05,0.061232723,0.9387542,True,False
1,1,0.034143083,0.96010935,0.0057475707,True,False
0,0,0.99326867,0.0063337567,0.00039766642,True,False
0,0,0.9424712,0.055897642,0.0016312775,True,False
1,1,0.004371551,0.9891557,0.006472778,True,False
1,1,0.002106351,0.99189454,0.005999134,True,False
1,1,0.00271879,0.99392235,0.0033589262,True,False
0,0,0.9996698,0.0003114605,1.8705225e-05,True,False
1,1,0.0046652136,0.9842957,0.011039069,True,False
0,0,0.99955755,0.0004203685,2.2029266e-05,True,False
0,0,0.77291137,0.2059313,0.021157296,True,False
0,0,0.99936694,0.00057437184,5.8692905e-05,True,False
2,2,2.8974968e-05,0.017773781,0.9821973,True,False
0,0,0.96631336,0.02971518,0.003971451,True,False
2,2,0.00045416257,0.039315566,0.96023023,True,False
1,1,0.054399613,0.92259914,0.023001231,True,False
2,2,1.0306033e-05,0.0010844733,0.9989052,True,False
2,2,0.0011811578,0.07717237,0.9216464,True,False
0,0,0.9974202,0.0023539867,0.00022581824,True,False
2,2,0.00016839126,0.007716682,0.99211484,True,False
1,1,0.017087806,0.944977,0.037935216,True,False
1,1,0.08526155,0.771092,0.1436465,True,False
1,1,0.013737226,0.98000985,0.0062529715,True,False
1,1,0.026389489,0.9615255,0.012085077,True,False
2,1,7.503115e-05,0.91306865,0.086856306,False,True
2,2,7.819301e-05,0.04449044,0.95543134,True,False
0,0,0.9990921,0.0008173465,9.054788e-05,True,False
0,1,0.27288812,0.7220859,0.0050259894,False,False
2,2,7.1671e-05,0.20151874,0.7984095,True,False
0,0,0.9990908,0.0008184792,9.073993e-05,True,False
0,0,0.9987717,0.0011155596,0.00011269551,True,False
2,2,7.516967e-08,2.3903756e-05,0.9999759,True,False
0,0,0.6072071,0.37963927,0.013153502,True,False
1,1,0.3706152,0.55583125,0.07355355,True,False
1,1,0.011368884,0.9849454,0.0036856986,True,False
1,1,0.16799636,0.79316366,0.03884,True,False
2,1,0.016010271,0.6843886,0.29960117,False,False
0,0,0.9993274,0.0006587143,1.3975523e-05,True,False
1,1,0.0019119359,0.9716652,0.02642284,True,False
2,2,4.615156e-06,0.00071570236,0.9992797,True,False
1,0,0.6317428,0.3580079,0.010249245,False,False
1,1,0.12282705,0.87025917,0.0069137914,True,False
2,2,0.01487939,0.32919905,0.6559215,True,False
0,0,0.9993697,0.0006131612,1.7191045e-05,True,False
2,2,0.0015541842,0.03264583,0.9657999,True,False
2,2,0.00050884596,0.15251294,0.84697825,True,False
1,1,0.00019482643,0.95911527,0.04068987,True,False
0,0,0.9992581,0.00069994724,4.1990068e-05,True,False
0,0,0.9791053,0.01872661,0.0021680207,True,False
1,1,0.35466093,0.5676691,0.07766997,True,False
1,1,0.000406432,0.912253,0.08734058,True,False
0,0,0.99664235,0.0029621809,0.0003954853,True,False
1,1,0.0005459747,0.7754498,0.22400425,True,False
0,0,0.9988431,0.0010603147,9.653074e-05,True,False
1,1,0.0010202026,0.9851421,0.013837769,True,False
0,0,0.7091524,0.2780102,0.012837369,True,False
1,1,0.020265946,0.9707007,0.009033388,True,False
1,0,0.78106713,0.21208836,0.0068444787,False,False
1,1,0.0524981,0.9134503,0.03405156,True,False
0,0,0.9885212,0.010323999,0.0011546798,True,False
1,1,0.043608762,0.93570703,0.020684205,True,False
0,0,0.9994646,0.00050448376,3.0976964e-05,True,False
0,0,0.98341113,0.0155717125,0.001017207,True,False
2,2,0.0022495256,0.04087555,0.95687485,True,False
1,1,0.15803157,0.8375935,0.004374905,True,False
1,1,0.011254021,0.9830214,0.0057246406,True,False
2,2,1.6147604e-05,0.0008482375,0.99913555,True,False
1,1,0.0052826293,0.9904288,0.0042885994,True,False
2,1,0.016218118,0.67648065,0.30730122,False,False
0,0,0.999113,0.00085065473,3.6320343e-05,True,False
2,2,3.6478716e-06,0.0010986762,0.99889755,True,False
0,0,0.9944213,0.0052241995,0.00035443978,True,False
0,1,0.19015068,0.7888102,0.02103918,False,False
1,1,0.19574971,0.7860081,0.018242195,True,False
0,0,0.9984597,0.001523684,1.665498e-05,True,False
2,1,0.00015319996,0.9566122,0.043234605,False,True
1,1,0.012911569,0.97042805,0.01666041,True,False
2,2,0.059767403,0.043166544,0.8970661,True,False
0,0,0.99618983,0.003715713,9.4433904e-05,True,False
1,1,0.007112427,0.8825816,0.11030597,True,False
2,2,0.0015246602,0.17447934,0.823996,True,False
0,0,0.845804,0.1460281,0.00816787,True,False
0,0,0.99854666,0.0013204688,0.00013288754,True,False
0,0,0.9985758,0.0012957256,0.00012845857,True,False
1,1,0.0007355692,0.9940315,0.00523298,True,False
2,2,2.765401e-06,0.01647526,0.98352194,True,False
0,0,0.99197865,0.0075413696,0.00047994504,True,False
0,0,0.99104065,0.007888759,0.0010705709,True,False
0,1,0.4883994,0.49276346,0.018837102,False,False
2,2,0.0024407695,0.17822543,0.81933385,True,False
1,1,0.010438094,0.9792459,0.010316004,True,False
2,2,0.011171365,0.007725658,0.98110294,True,False
1,1,0.007886242,0.9831455,0.008968329,True,False
1,1,0.10438115,0.89028096,0.0053379475,True,False
1,1,4.5485707e-05,0.9847925,0.015162047,True,False
2,2,0.003702603,0.02299595,0.97330135,True,False
1,1,0.22826324,0.75254524,0.01919159,True,False
2,2,0.0046471967,0.1376899,0.8576629,True,False
1,0,0.9954986,0.0042768847,0.00022453211,False,True
1,1,0.00033433735,0.9953016,0.0043641096,True,False
